0	-2.	1.3862943611198906188	1.3862943611198906188
1	-1.	0.e-19	0.e-19
2	-0.283833820809153173	-2.5187327001538362448	-2.5187327001538362448
3	0.0292549110869696279	-7.063415637977499352	-7.063415637977499352
4	0.0964134970070653803	-4.678218153438897268	-4.678218153438897268
5	0.0710588960409288893	-5.288492448201155668	-5.288492448201155668
6	0.0344735847428211352	-6.735123815680467685	-6.735123815680467685
7	0.0121572202239380809	-8.81966405716434408	-8.81966405716434408
8	0.0038106446831201311	-11.13991379197920283	-11.13991379197920283
9	0.0028175754359581716	-11.74375707666620414	-11.74375707666620414
10	0.0040551970214755908	-11.01551201060294915	-11.01551201060294915
11	0.0051575092236206833	-10.5346030492612204	-10.5346030492612204
12	0.0055528841404335594	-10.38687564251975229	-10.38687564251975229
13	0.0053908165444020679	-10.44611682613428054	-10.44611682613428054
14	0.0049388441643919129	-10.62124789995627029	-10.62124789995627029
15	0.0043769040956696588	-10.86282726397354992	-10.86282726397354992
16	0.0037864741582190599	-11.15263998829609882	-11.15263998829609882
17	0.0031933718596168024	-11.49335582228418129	-11.49335582228418129
18	0.0026039871935078761	-11.90142294531127148	-11.90142294531127148
19	0.0020229339054692979	-12.40641278574573223	-12.40641278574573223
20	0.0014577522184081926	-13.0617192121205126	-13.0617192121205126
21	0.0009181017045339615	-13.9864047684555566	-13.9864047684555566
22	0.0004138834835023603	-15.5798521291328266	-15.5798521291328266
23	-0.0000460801269463068	-19.97025757333852	-19.97025757333852
24	-0.0004546401002525248	-15.3920088809314875	-15.3920088809314875
25	-0.0008064652574377898	-14.2456994790387032	-14.2456994790387032
26	-0.0010979970773767057	-13.6285351953363795	-13.6285351953363795
27	-0.0013273516415653558	-13.24913913771951	-13.24913913771951
28	-0.0014942128528304716	-13.0123114612911469	-13.0123114612911469
29	-0.001599719236937303	-12.8758542840969244	-12.8758542840969244
30	-0.0016463371273606972	-12.8184047631254186	-12.8184047631254186
31	-0.001637716136275736	-12.8289052150924486	-12.8289052150924486
32	-0.0015785276867526814	-12.9025254204140867	-12.9025254204140867
33	-0.0014742904344968971	-13.0391569325910546	-13.0391569325910546
34	-0.0013311875393921648	-13.2433676967474152	-13.2433676967474152
